3813669,民主,政治,美国,细节,制度,中国,读物,生活,作者,国家,方式,问题,文章,有点,需要,常识,道理,社会,感觉,意识
1065970,喜欢,时候,小说,开始,没有,风格,名字,故事,记得,需要,年少,彼岸花,现实,语言,无法,情节,读物,成为,回忆,看过
3995526,龙应台,目送,父母,背影,觉得,文字,喜欢,时候,亲情,没有,文章,部分,人生,先生,告诉,知道,父亲,朋友,想起,眼泪
1082349,上海,女人,喜欢,描写,故事,小说,没有,人物,作者,电影,城市,弄堂,男人,觉得,实在,时候,知道,有点,东西,细节
1085860,复仇,希望,喜欢,小说,等待,情节,精彩,经典,故事,好看,时候,觉得,罪恶,版本,越狱,名著,男人,人物,关系,外国
1007914,教育,小豆豆,孩子,时候,校长,小学,可爱,日本,学校,应该,觉得,老师,回忆,世界,学园,知道,理念,作者,理想,儿童
2056749,时间,电影,爱情,科幻,没有,小说,了不起,故事,喜欢,旅行,作者,穿越,时空,能够,时候,问题,描写,部分,觉得,不够
1049219,时候,小说,喜欢,喜乐,没有,觉得,开始,故事,知道,文字,超越,长安,搞笑,记得,结尾,作品,好像,生活,写成,宿舍
1018153,故事,记得,喜欢,小说,觉得,情节,没有,女孩,暴食,青春,生活,好看,水仙,成长,时候,少女,情感,时间,现实,没看
1046209,童话,小时候,喜欢,小学,没有,时候,故事,记得,格林童话,女儿,丹麦,睡前,长大,版本,时代,儿童,觉得,孩子,丹麥,喜歡
1400705,情人,喜欢,电影,翻译,爱情,灵魂,时间,摧残,理解,面容,整本书,知道,家庭,感觉,故事,文字,小说,实在,觉得,生活
1085799,小说,中国,人物,历史,觉得,没有,故事,时候,看到,值得,作者,生活,有点,描写,农民,作品,好人,民族,读完,看完
1021056,时候,小学,改变,变化,计划,奶酪,看过,故事,知道,道理,老鼠,书籍,觉得,开始,炒作,看完,人生,推荐,读出,行动
1024217,时候,网络文学,看过,网络,喜欢,接触,觉得,小说,经典,网络小说,没有,感动,痞子,看到,知道,眼泪,有点,工科,故事,同学
4009552,东野,没有,幻夜,圭吾,小说,故事,无法,新海,女人,结尾,结局,实在,看到,觉得,人物,绝望,利用,知道,姊妹篇,时候
10554308,没有,东野,小说,故事,人物,觉得,太阳,爱情,感觉,人性,圭吾,开始,读完,看到,推理,喜欢,出现,细节,封面,情节
1029111,三毛,哭泣,骆驼,故事,哑奴,沙漠,喜欢,时候,没有,开始,荷西,流浪,女子,爱情,知道,美丽,加纳,世界,大漠,还有
6388661,故事,文字,人生,台湾,喜欢,时候,讲故事,没有,电影,回忆,觉得,生活,好看,读者,煽情,感动,看完,感觉,适合,无法
1221515,漫画,热血,经典,樱木,青春,比赛,时候,喜欢,篮球,重温,没有,流川枫,开始,回忆,小学,好看,解释,天才,日本,结局
3071717,爱情,喜欢,肉麻,时候,觉得,绿毛,孩子,情书,生命,水怪,感情,小波,可爱,银河,还有,五线谱,大学,讨厌,我会,灵魂
