success_or_not,tar_m,place,identity,video,supp_1,supp_2,supp_3,supp_4,supp_5,supp_6,supp_7,supp_8,supp_9,supp_10,supp_11,supp_12,supp_13,supp_14,supp_15,supp_16,supp_17,supp_18,supp_19,supp_20,supp_21,supp_22,supp_23,supp_24,supp_25,supp_26,supp_27,supp_28,supp_29,supp_30,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11,rate_12,rate_13,rate_14,rate_15,rate_16,rate_17,rate_18,rate_19,rate_20,rate_21,rate_22,rate_23,rate_24,rate_25,rate_26,rate_27,rate_28,rate_29,rate_30,dis_1,dis_2,dis_3,dis_4,dis_5,dis_6,dis_7,dis_8,dis_9,dis_10,dis_11,dis_12,dis_13,dis_14,dis_15,dis_16,dis_17,dis_18,dis_19,dis_20,dis_21,dis_22,dis_23,dis_24,dis_25,dis_26,dis_27,dis_28,dis_29,dis_30,pro_1,pro_2,pro_3,pro_4,pro_5,pro_6,pro_7,pro_8,pro_9,pro_10,pro_11,pro_12,pro_13,pro_14,pro_15,pro_16,pro_17,pro_18,pro_19,pro_20,pro_21,pro_22,pro_23,pro_24,pro_25,pro_26,pro_27,pro_28,pro_29,pro_30,att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,att_21,att_22,att_23,att_24,att_25,att_26,att_27,att_28,att_29,att_30,type
0,5000,550,1,0,10,29,31,31,31,31,31,32,33,33,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,36,37,0.11,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,4,6,7,7,9,9,9,9,9,9,11,11,11,11,12,12,12,12,12,12,12,14,14,15,15,16,17,17,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1
0,2500,530,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100000,23,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
0,3000,71,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
0,2000,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
1,1600,250,1,1,3,4,7,9,10,10,10,10,11,11,11,11,11,11,11,18,18,18,24,25,25,25,25,25,26,26,26,26,26,26,0.03,0.05,0.24,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.98,0.98,0.98,1.35,1.35,1.35,1.35,1.35,1.35,1.36,1.36,1.36,1.36,1.36,1.36,0,0,0,3,3,5,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,11,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,1
0,3000,450,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1,5000,100,3,0,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,0.23,0.23,0.34,0.34,0.34,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,25,25,25,25,26,34,39,40,39,39,41,42,42,42,43,42,41,41,41,43,42,43,43,43,44,44,44,44,44,44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,6,7,10,12,13,15,17,18,19,20,21,23,23,23,23,23,25,25,26,26,28,28,30,31,31,31,31,31,31,3
0,1000,250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3650,100,1,0,362,364,366,366,366,366,366,366,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1.04,1.04,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,12,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,0
0,30000,442,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,1
0,15000,518,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,6,6,7,8,8,9,9,10,3
0,5000,518,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,7,7,7,7,7,7,7,8,6
1,2222,674,0,0,12,19,21,22,22,22,22,22,23,23,23,23,,23,23,24,28,30,30,30,30,30,30,30,30,32,35,36,36,37,0.14,0.3,0.42,0.42,0.42,0.42,0.42,0.42,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.5,0.54,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.9,0.91,0.95,0.95,1,15,16,17,18,19,20,21,22,22,22,24,25,,27,27,27,28,31,31,31,31,33,33,33,33,33,33,33,33,33,1,2,2,3,3,3,3,3,4,5,5,5,,7,7,8,9,9,9,9,9,9,9,9,9,10,11,12,12,13,1,1,1,1,2,2,2,2,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,4,4,4,6,10,10,10,6
0,10000,43,1,0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,10,10,11,1
0,200000,276,3,0,14,14,14,15,15,16,16,18,21,21,21,21,21,21,21,21,23,23,23,23,23,23,24,25,25,25,26,26,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,8,8,8,8,3
1,1000,661,1,0,30,31,32,32,33,40,41,45,48,48,49,50,50,51,52,52,53,56,56,56,57,59,59,59,59,60,62,67,68,70,0.13,0.13,0.22,0.22,0.25,0.26,0.26,0.56,0.77,0.77,0.77,0.78,0.78,0.78,0.86,0.86,0.89,0.9,0.9,0.9,0.99,1.02,1.02,1.02,1.02,1.1,1.19,1.31,1.32,1.35,13,13,14,14,15,15,16,16,17,17,20,20,20,21,21,21,22,22,23,23,23,23,23,23,23,23,23,23,23,24,1,2,2,2,2,2,3,4,5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,4,5,6,7,8,9,10,11,14,14,14,14,14,14,16,16,16,17,17,17,18,18,18,18,18,18,19,26,26,26,1
1,10000,272,0,1,1,6,7,9,11,11,11,11,13,14,15,16,22,22,22,23,24,26,27,27,28,29,31,33,34,35,35,36,37,37,0.03,0.14,0.16,0.21,0.25,0.25,0.25,0.25,0.3,0.32,0.35,0.37,1.04,1.04,1.04,1.07,1.1,1.15,1.17,1.17,1.21,1.25,1.29,1.34,1.36,1.39,1.39,1.41,1.44,1.52,0,0,0,1,1,2,2,2,3,3,3,3,4,5,10,10,11,12,12,12,13,19,19,19,19,19,19,19,19,20,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,6,2,5,6,6,7,7,7,7,8,10,13,13,15,16,17,17,17,17,19,19,19,20,20,21,21,21,22,22,22,22,6
1,500,518,2,0,3,6,8,11,14,17,18,18,18,20,20,20,20,20,23,25,25,26,26,26,26,28,28,28,28,29,29,30,30,31,0.18,0.43,0.5,0.57,1.1,1.63,1.63,1.63,1.63,1.81,1.81,1.81,1.81,1.81,2.08,2.15,2.15,2.32,2.32,2.32,2.32,2.4,2.4,2.4,2.4,2.57,2.57,2.64,2.64,2.82,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,7,8,10,15,15,16,17,19,20,21,23,23,23,24,25,25,27,28,29,29,30,32,33,33,35,36,36,36,36,3
0,80000,530,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,6,6,6,6,6,1
0,6800,547,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,7,8,8,8,8,8,0
0,300000,519,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,7,7,1
0,500000,401,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,6,7,7,7,7,1
0,100000,63,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4
1,50000,674,0,0,78,78,78,79,79,79,82,82,82,82,83,83,83,83,83,84,84,84,84,84,85,85,85,85,85,90,91,92,94,100,0.49,0.49,0.49,0.49,0.49,0.49,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.64,0.64,0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.71,0.73,0.73,0.83,1,58,59,60,60,61,61,61,62,62,62,63,63,63,63,63,63,64,64,64,64,65,65,65,65,65,66,66,67,67,67,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,14,14,14,14,14,14,15,15,15,15,15,15,15,16,17,19,19,19,19,19,19,20,20,21,21,21,22,22,23,24,6
1,2000,264,1,0,10,13,13,14,15,20,24,25,31,35,35,35,35,35,35,35,35,35,35,36,37,38,39,40,41,42,43,44,45,46,0.12,0.39,0.39,0.42,0.44,0.59,0.75,0.78,0.95,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.03,1.06,1.15,1.19,1.23,1.25,1.29,1.34,1.4,1.47,1.59,2,5,7,9,10,11,11,11,11,11,12,12,12,12,13,13,13,14,14,14,15,16,17,18,19,20,21,22,23,24,1,3,3,4,8,11,12,12,14,19,19,19,19,19,19,19,19,19,19,19,20,21,21,23,24,25,25,27,28,28,3,4,4,4,5,5,7,7,10,10,11,11,11,11,11,11,11,11,11,12,13,14,15,16,17,18,19,20,21,22,1
1,10000,264,1,0,18,27,27,29,30,34,50,54,56,57,59,67,69,71,73,74,77,77,80,84,84,87,87,87,87,88,88,88,90,94,0.64,1.28,1.28,1.28,1.28,1.28,1.5,1.5,1.5,1.5,1.71,1.93,1.93,1.93,1.93,2.14,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.57,3,4,5,6,7,8,9,13,16,17,18,18,21,24,25,26,26,26,27,27,27,27,29,29,29,29,30,30,30,30,1,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,7,9,9,10,12,12,13,15,19,21,23,23,24,24,24,25,25,27,28,28,29,29,29,29,30,30,31,32,32,1
1,120000,100,1,1,389,391,396,399,400,402,406,407,414,421,423,426,432,434,435,437,437,438,439,439,440,441,442,442,445,448,450,452,453,454,0.75,0.75,0.88,0.88,0.88,0.88,0.88,0.88,0.9,0.92,0.92,0.92,0.92,1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,105,105,106,107,108,108,108,108,111,113,113,114,116,116,116,119,119,119,119,119,119,119,120,121,122,122,122,122,123,123,17,17,17,17,17,18,18,18,19,19,19,19,20,21,21,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,44,44,44,46,47,51,53,53,55,58,58,59,60,62,64,67,67,68,68,68,68,68,68,68,69,69,69,70,70,70,5
1,5000,266,3,0,1,2,3,4,6,6,7,7,8,11,11,12,15,16,16,16,16,18,18,18,18,18,19,19,20,21,22,24,24,24,0.04,0.38,0.42,0.45,0.53,0.53,0.57,0.57,0.6,0.72,0.72,0.76,0.92,0.95,0.95,0.95,0.95,1.03,1.03,1.03,1.03,1.03,1.07,1.07,1.1,1.14,1.18,1.26,1.26,1.26,2,2,2,2,3,3,4,4,5,3,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,10,11,13,13,14,14,15,17,17,17,19,22,24,25,25,27,29,29,29,33,33,34,34,35,35,35,3
1,500,518,2,1,1,3,3,3,3,3,3,4,4,6,7,9,13,15,15,16,17,18,21,22,24,26,28,30,32,34,36,38,39,39,0,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.2,0.39,0.39,0.45,0.59,0.78,0.78,0.78,0.79,0.79,0.79,0.8,0.8,0.8,0.81,0.81,1.19,1.38,1.58,1.58,1.58,1.58,3,4,5,6,7,8,9,12,12,13,14,15,14,13,13,13,13,14,14,14,16,16,16,16,17,17,17,18,21,21,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,1,2,3,4,4,4,5,5,5,5,5,6,7,8,10,11,13,13,13,14,16,16,17,20,20,20,21,21,21,22,3
1,10000,850,1,1,3,5,6,7,10,14,21,28,30,30,31,33,33,34,35,35,36,40,68,75,75,76,76,87,97,110,110,111,112,116,0.02,0.03,0.03,0.03,0.04,0.05,0.07,0.11,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.2,0.22,0.63,0.65,0.65,0.66,0.66,0.8,0.82,1.01,1.01,1.01,1.01,1.04,1,1,1,1,1,1,2,2,2,3,3,3,3,3,2,2,2,4,9,11,11,11,12,15,16,18,18,18,18,18,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,7,7,7,7,7,5,6,7,8,9,10,11,12,13,23,24,24,24,25,25,25,25,26,27,28,28,28,29,30,31,32,32,35,36,37,2
1,200000,100,0,0,10,165,263,370,372,388,392,395,399,402,406,420,423,424,424,436,437,443,444,445,445,446,489,854,893,947,1022,1036,1041,1043,0.03,0.05,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.23,0.43,0.75,1,1,28,29,31,35,37,39,40,40,43,44,45,45,45,45,45,47,47,47,47,48,48,48,61,62,62,62,62,62,62,62,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,8,8,6,9,13,19,19,19,20,20,20,21,21,21,24,24,24,24,24,25,26,29,30,32,34,36,36,37,40,40,41,41,4
0,100000,541,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,0
0,50000,511,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,7,7,1
0,50000,810,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,1
0,800000,215,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,17,18,18,19,19,19,19,19,19,19,20,22,22,24,25,25,25,25,28,29,29,29,0
1,60000,617,3,1,50,94,168,289,462,528,569,656,685,695,774,815,851,908,930,951,976,992,1018,1072,1171,1236,1294,1532,1794,1897,1972,2139,2170,2464,0.05,0.1,0.16,0.02,0.23,0.25,0.26,0.3,0.32,0.34,0.36,0.38,0.38,0.4,0.42,0.42,0.45,0.46,0.46,0.48,0.54,0.57,0.64,0.74,0.79,0.82,0.84,0.91,0.92,1.02,48,49,53,57,59,61,65,76,76,77,78,81,81,86,87,89,91,91,93,95,97,99,101,109,114,116,121,127,127,141,1,2,3,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,9,5,11,19,23,25,31,31,40,44,45,47,49,55,62,63,65,73,74,82,92,94,95,95,98,104,107,115,125,128,139,3
